5.137633218191387519e-01,-1.070990442620793237e+00,2.753624897444598152e-01,1.665023379490096767e-01,-3.473841931085027701e-01,1.398682189971095780e-01,6.874453126975512696e-01,9.048493285373573336e-01,1.289666138201599699e+00,-1.089515237820405602e+00
7.027134515693345129e-01,4.441989713094529058e-01,9.455329620853305528e-01,-1.781378306675381884e-01,-7.664239553935447979e-01,1.251906834350222653e+00,1.327587321522586405e+00,5.896638635908429960e-01,-2.568525802084272724e-01,-7.949367807818259746e-02
6.367143535604692650e-02,2.011476858639066889e-01,1.232082550230197526e+00,-6.438304927729542326e-01,-4.666791637664654546e-01,5.565457330022293148e-01,9.150062401148338909e-01,1.122882182979221710e+00,-7.786768882627322086e-02,-1.158073199125271957e+00
7.044575900559203463e-01,-1.231068675590931250e+00,-1.446886977942764885e+00,-3.663935109507325261e-01,6.447446076803126092e-02,7.546951437060521739e-01,1.931136247131639561e-01,-3.398356230482348916e-01,2.529485693753422137e-02,-1.139474618856555432e+00
1.525336087092203918e-01,5.843127725843677567e-01,1.040617421535561693e+00,-8.321537253563834335e-01,-2.205487415316645106e-01,7.119795776717098290e-01,1.115003643045135773e+00,7.514658905978663928e-01,-2.337474567875507669e-01,1.245549177395500751e+00
-3.449881480180370108e-01,-7.525311318299948704e-01,2.493040962617374845e+00,-2.502995684985408475e-01,2.144640156951099552e+00,-2.715353437899601513e-02,-8.934588020189052626e-01,-1.283003087875910220e+00,-4.034739769316955660e-01,6.413117902928927583e-01
-5.601120695887595868e-01,1.448171469162921721e+00,7.138620831468001082e-01,6.749921429704153208e-02,-1.428453978067918850e+00,-2.132187819762933589e+00,1.813763066916516786e+00,-1.000644956406028907e+00,1.774705309037522272e-01,-4.573296594822623407e-01
4.919054619549563245e-01,1.199630323883901367e-01,3.693051349678813100e-01,1.116834943264811475e+00,5.937800725834582183e-01,9.300982883371133880e-01,-5.327886216268218345e-01,-6.837527459610267533e-01,-5.389013583127010010e-02,4.800700246722552356e-01
2.148734498900195244e-01,-1.183449206931791453e+00,-1.146681189783738342e+00,6.001604598965712967e-01,2.128778528074928567e-01,1.216745997792733291e+00,-4.685144456253810541e-02,4.133274785842973031e-01,-1.097322472339300692e+00,1.317435704127667195e+00
2.271730288415314991e+00,-5.031983193647385777e-01,7.785846654653583165e-01,-1.287915142424540305e+00,-1.017589791930716414e+00,-1.368957029351282273e+00,6.071214133981088779e-01,-5.634652625487818201e-01,-2.076852954736151113e-01,7.006903199451608444e-01
