,time,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,ground_truth,timeseries_id,noise,n_species
0,0.0,0.04,0.08,0.06,0.07,0.06,0.01,0.06,0.01,0.06,0.08,10_sp_gt_9,10793741,0.1,10
1,0.30303030303030304,0.05323714807201416,0.16088918944793887,0.07366992929255356,0.06684488729323353,0.056216092366308174,0.0108142268485155,0.10870662183353219,0.019347311562046575,0.08880022388819822,0.08426624311556176,10_sp_gt_9,10793741,0.1,10
2,0.6060606060606061,0.10014224927495015,0.3076875165707607,0.09005904852158327,0.07756860912111109,0.06401268151871414,0.013013536682633844,0.1811041167785775,0.03787903207951647,0.1440551910828122,0.08242193844057957,10_sp_gt_9,10793741,0.1,10
3,0.9090909090909092,0.16686939249234117,0.5346621245872479,0.10568611559828245,0.10073568792005327,0.08203464042947171,0.013761137442080422,0.30190113385279427,0.08419339121268854,0.18735206122506134,0.08048925475433173,10_sp_gt_9,10793741,0.1,10
4,1.2121212121212122,0.2763193189303968,0.8153650547563793,0.11134216737187447,0.10819770768319031,0.09953461178587346,0.01543227947960255,0.39539190994139733,0.15918567457751331,0.2716995973061938,0.08065589199532114,10_sp_gt_9,10793741,0.1,10
5,1.5151515151515151,0.3558866747530289,1.0854506408126154,0.1332362291444828,0.12711384159366332,0.11007878287882367,0.018832497826812213,0.4710454966172539,0.2832285700780745,0.37617429420144866,0.0769073719156047,10_sp_gt_9,10793741,0.1,10
6,1.8181818181818183,0.4337067394196715,1.2885845034742363,0.17028655580402768,0.12619584045124846,0.09207893888808966,0.022726467333843342,0.6561433625578279,0.42995636916438545,0.5420093384262403,0.08480808484448958,10_sp_gt_9,10793741,0.1,10
7,2.121212121212121,0.497677307366536,1.0172129519191406,0.19951759798160562,0.12729450602736705,0.10409556724355211,0.028918372584884805,0.859232089165101,0.6787698981851407,0.6491390825959849,0.0760275098047919,10_sp_gt_9,10793741,0.1,10
8,2.4242424242424243,0.6144916989494968,1.1777985772038175,0.24024445510938358,0.14970890166536796,0.08439741102855802,0.033595945379065593,0.9804942101605965,0.9288220179878571,0.7829824076261609,0.06550496963344833,10_sp_gt_9,10793741,0.1,10
9,2.7272727272727275,0.6102987653672283,1.3354143889235428,0.2546866871455639,0.17551114204442597,0.0859426514238144,0.036248259120753044,0.946814363660668,1.15697379460661,0.8374584485617853,0.05662562050391966,10_sp_gt_9,10793741,0.1,10
10,3.0303030303030303,0.7389555015190276,1.172324170172947,0.2894904804706105,0.1786952496591354,0.08788639370082303,0.037383377631830465,0.9461854284388237,1.305300262084469,0.7859841793242253,0.04652597863336286,10_sp_gt_9,10793741,0.1,10
