,time,species_0,species_1,species_2,ground_truth,timeseries_id,noise,n_species
0,0.0,0.06,0.08,0.04,3_sp_gt_1,9036584,0.05,3
1,0.30303030303030304,0.11069624823645906,0.0595861649935494,0.04121449664261415,3_sp_gt_1,9036584,0.05,3
2,0.6060606060606061,0.2157277259677234,0.03951525021663828,0.04449110933772563,3_sp_gt_1,9036584,0.05,3
3,0.9090909090909092,0.4291276614896873,0.02983683304079666,0.04698855325798243,3_sp_gt_1,9036584,0.05,3
4,1.2121212121212122,0.7458438713598462,0.026279664952202707,0.048892980048009634,3_sp_gt_1,9036584,0.05,3
5,1.5151515151515151,1.0725174184339428,0.02556515182458215,0.054092908360267464,3_sp_gt_1,9036584,0.05,3
6,1.8181818181818183,1.4342358498326122,0.02833361870009499,0.060813939919516787,3_sp_gt_1,9036584,0.05,3
7,2.121212121212121,1.746237888913789,0.03712653480941172,0.07507973483022429,3_sp_gt_1,9036584,0.05,3
8,2.4242424242424243,1.806866361581008,0.05527756495571121,0.08339284353111846,3_sp_gt_1,9036584,0.05,3
9,2.7272727272727275,1.9613987394912789,0.07829553852880627,0.10294477413576743,3_sp_gt_1,9036584,0.05,3
10,3.0303030303030303,1.8790665379320348,0.11721584170679512,0.13684641313257248,3_sp_gt_1,9036584,0.05,3
11,3.3333333333333335,1.9571621619299475,0.17804467546937988,0.15928529862323737,3_sp_gt_1,9036584,0.05,3
12,3.6363636363636367,1.9586855244226518,0.2693076216620291,0.20482967144108877,3_sp_gt_1,9036584,0.05,3
13,3.9393939393939394,2.020088590879322,0.3875358116802082,0.24162047713993012,3_sp_gt_1,9036584,0.05,3
14,4.242424242424242,1.7718731314500658,0.5865030970858112,0.29040442719083204,3_sp_gt_1,9036584,0.05,3
15,4.545454545454546,1.6311848665142452,0.6965553701936545,0.3715316133573949,3_sp_gt_1,9036584,0.05,3
16,4.848484848484849,1.626867365267145,0.7646604125238897,0.44841362064944296,3_sp_gt_1,9036584,0.05,3
17,5.151515151515151,1.4416774765401834,0.91533929537742,0.5577789775559661,3_sp_gt_1,9036584,0.05,3
18,5.454545454545455,1.411545098217579,1.0411103580794716,0.6785638851706348,3_sp_gt_1,9036584,0.05,3
19,5.757575757575758,1.4030231516591434,1.133883422892354,0.8766450640693778,3_sp_gt_1,9036584,0.05,3
20,6.0606060606060606,1.1867776082949357,1.1565216515652204,0.9834261664433591,3_sp_gt_1,9036584,0.05,3
21,6.363636363636364,1.1019148670488659,1.3066640825729743,1.037406089668334,3_sp_gt_1,9036584,0.05,3
22,6.666666666666667,1.0025533129780027,1.2631847468022137,1.112384058660362,3_sp_gt_1,9036584,0.05,3
23,6.96969696969697,0.979068559470046,1.2097244653289467,1.110407605228855,3_sp_gt_1,9036584,0.05,3
24,7.272727272727273,0.9656468745903782,1.2137388125549329,1.1498497050159862,3_sp_gt_1,9036584,0.05,3
25,7.575757575757576,0.9577617709594246,1.1058586104094852,1.1199502900885392,3_sp_gt_1,9036584,0.05,3
26,7.878787878787879,0.9090378791021353,1.0693479140087305,1.1171898366310997,3_sp_gt_1,9036584,0.05,3
27,8.181818181818182,0.9569048466902026,1.0257163745662619,1.1374159492735907,3_sp_gt_1,9036584,0.05,3
28,8.484848484848484,1.017689730587366,0.9998469263733846,1.1455187486692355,3_sp_gt_1,9036584,0.05,3
29,8.787878787878789,1.032861841372292,1.1057092242451994,0.9660364413119806,3_sp_gt_1,9036584,0.05,3
30,9.090909090909092,1.062041691278131,1.0613183448040544,0.9880481036215065,3_sp_gt_1,9036584,0.05,3
31,9.393939393939394,1.0170467354939412,1.1418735082354006,1.0127036694197094,3_sp_gt_1,9036584,0.05,3
32,9.696969696969697,1.0016316246822974,0.9756579948036803,1.0798881895053538,3_sp_gt_1,9036584,0.05,3
33,10.0,0.953015213137292,0.9540612403707376,1.0964372392275399,3_sp_gt_1,9036584,0.05,3
34,10.303030303030303,0.9540966931096907,0.950839338343321,1.138593585966247,3_sp_gt_1,9036584,0.05,3
35,10.606060606060606,0.9329499773816557,0.9550381280998597,1.1330681844790873,3_sp_gt_1,9036584,0.05,3
36,10.90909090909091,1.0531510352132822,0.9535122606869878,1.0653799235748143,3_sp_gt_1,9036584,0.05,3
37,11.212121212121213,0.9528328821998937,1.0285623410244502,1.1304209625180293,3_sp_gt_1,9036584,0.05,3
38,11.515151515151516,0.9459947773875708,0.9750711902872002,1.0418477121776244,3_sp_gt_1,9036584,0.05,3
39,11.818181818181818,0.954156882933746,0.9357445403570742,0.9573844125832236,3_sp_gt_1,9036584,0.05,3
40,12.121212121212121,0.9556709255074655,0.9553291860629048,0.946288584130882,3_sp_gt_1,9036584,0.05,3
41,12.424242424242424,1.0521065387782909,0.9893070991778864,0.992822229237919,3_sp_gt_1,9036584,0.05,3
42,12.727272727272728,1.0609589949771556,0.9473834378985748,0.941566366294465,3_sp_gt_1,9036584,0.05,3
43,13.030303030303031,1.0335518953403497,0.9684197067068524,0.8382655866874922,3_sp_gt_1,9036584,0.05,3
44,13.333333333333334,1.102235352836434,1.0453446798597668,0.8509698365551505,3_sp_gt_1,9036584,0.05,3
45,13.636363636363637,1.1865561745232607,1.107591473222153,0.9267874610235461,3_sp_gt_1,9036584,0.05,3
46,13.93939393939394,1.067557484146401,1.071042112313343,0.9686037414333094,3_sp_gt_1,9036584,0.05,3
47,14.242424242424242,1.008109297857428,1.0742211669147825,1.072290669384891,3_sp_gt_1,9036584,0.05,3
48,14.545454545454547,1.108156111926763,0.9705800026023501,1.010926227766786,3_sp_gt_1,9036584,0.05,3
49,14.84848484848485,1.0260909100193143,1.0298672798590698,1.061570400643307,3_sp_gt_1,9036584,0.05,3
50,15.151515151515152,0.9942143441549895,0.9965225631879022,1.068108469998469,3_sp_gt_1,9036584,0.05,3
51,15.454545454545455,1.0351135977703962,1.084920291824508,1.0441484688784732,3_sp_gt_1,9036584,0.05,3
52,15.757575757575758,0.9788981047321776,1.09898167823601,1.0210614073265414,3_sp_gt_1,9036584,0.05,3
53,16.060606060606062,0.943463785576768,1.0723315869226075,1.042445504971119,3_sp_gt_1,9036584,0.05,3
54,16.363636363636363,0.9655743061546704,0.9853980572645983,1.034456492450078,3_sp_gt_1,9036584,0.05,3
55,16.666666666666668,0.9823443839124366,1.0683256990276644,0.9829806693771839,3_sp_gt_1,9036584,0.05,3
56,16.96969696969697,0.960730730897809,1.0186012826992132,0.9802051787037921,3_sp_gt_1,9036584,0.05,3
57,17.272727272727273,0.9198972052484011,1.0712319846270075,0.9590934719336847,3_sp_gt_1,9036584,0.05,3
58,17.575757575757578,0.8678038849787963,1.0120696302598038,0.9373371085783901,3_sp_gt_1,9036584,0.05,3
59,17.87878787878788,0.9277560685181171,1.0090939427352645,0.9773103283668811,3_sp_gt_1,9036584,0.05,3
60,18.181818181818183,0.9449513358832197,1.0559633351417934,0.9733256351009492,3_sp_gt_1,9036584,0.05,3
61,18.484848484848484,0.9743987764513242,1.0184416407902626,0.9496866174289358,3_sp_gt_1,9036584,0.05,3
62,18.78787878787879,0.9530805039095167,1.0826600879887944,0.9443350864051405,3_sp_gt_1,9036584,0.05,3
63,19.09090909090909,0.9123679716541552,0.9017215385245503,0.9455084419470376,3_sp_gt_1,9036584,0.05,3
