,time,species_0,species_1,species_2,ground_truth,timeseries_id,noise,n_species
0,0.0,0.04,0.06,0.05,3_sp_gt_2,10471522,0.1,3
1,0.30303030303030304,0.051722769624563895,0.13944800157908405,0.05057116883219457,3_sp_gt_2,10471522,0.1,3
2,0.6060606060606061,0.07149679443564101,0.2072386775993816,0.038874677708574404,3_sp_gt_2,10471522,0.1,3
3,0.9090909090909092,0.09628779915036156,0.37790477821271073,0.03247434363623433,3_sp_gt_2,10471522,0.1,3
4,1.2121212121212122,0.11371658419321819,0.8026765438223518,0.03392714308589761,3_sp_gt_2,10471522,0.1,3
5,1.5151515151515151,0.14491356999641702,1.1604612024517327,0.02896406387017234,3_sp_gt_2,10471522,0.1,3
6,1.8181818181818183,0.20448972855995692,2.3747024881026837,0.02475252380404025,3_sp_gt_2,10471522,0.1,3
7,2.121212121212121,0.2362194770325758,4.085896351382321,0.02357053886182924,3_sp_gt_2,10471522,0.1,3
8,2.4242424242424243,0.277244709177495,5.675620107421972,0.016960271215573627,3_sp_gt_2,10471522,0.1,3
9,2.7272727272727275,0.3677878370389837,6.358340523676251,0.014227857663989532,3_sp_gt_2,10471522,0.1,3
10,3.0303030303030303,0.4498137270846426,6.866795062305846,0.010976983668426093,3_sp_gt_2,10471522,0.1,3
11,3.3333333333333335,0.5395078713112673,6.0396353243163965,0.006522322734711755,3_sp_gt_2,10471522,0.1,3
12,3.6363636363636367,0.6655277334752223,5.877128422740965,0.005874949604369042,3_sp_gt_2,10471522,0.1,3
13,3.9393939393939394,0.8277370499428668,7.058385492030418,0.004102680898165288,3_sp_gt_2,10471522,0.1,3
14,4.242424242424242,1.074449059054112,7.033764344994551,0.002959693050869919,3_sp_gt_2,10471522,0.1,3
15,4.545454545454546,1.1905190017340626,6.457695443101586,0.0,3_sp_gt_2,10471522,0.1,3
16,4.848484848484849,1.485879212571038,6.203931680330595,0.0,3_sp_gt_2,10471522,0.1,3
17,5.151515151515151,1.5044196126139817,5.414993645414452,0.0,3_sp_gt_2,10471522,0.1,3
18,5.454545454545455,2.0515626257727098,4.747380414697637,0.0,3_sp_gt_2,10471522,0.1,3
19,5.757575757575758,1.880476333668578,3.856557745829889,0.0,3_sp_gt_2,10471522,0.1,3
20,6.0606060606060606,1.9854334348799345,3.291427869775057,0.0,3_sp_gt_2,10471522,0.1,3
21,6.363636363636364,2.321860650557804,3.423076324070917,0.0,3_sp_gt_2,10471522,0.1,3
22,6.666666666666667,2.4025354759801707,2.5674719726282538,0.0,3_sp_gt_2,10471522,0.1,3
23,6.96969696969697,2.651475983509052,2.636005694062544,0.0,3_sp_gt_2,10471522,0.1,3
24,7.272727272727273,2.9613636159690175,2.3487090811969162,0.0,3_sp_gt_2,10471522,0.1,3
25,7.575757575757576,3.052747434718828,2.106762762569322,0.0,3_sp_gt_2,10471522,0.1,3
26,7.878787878787879,2.996858900424278,2.1869014899051074,0.0,3_sp_gt_2,10471522,0.1,3
27,8.181818181818182,2.993536938193187,2.3771256140286487,0.0,3_sp_gt_2,10471522,0.1,3
28,8.484848484848484,3.4326897930763756,1.9629541176841763,0.0,3_sp_gt_2,10471522,0.1,3
29,8.787878787878789,3.3530037127196373,1.9305046603450566,0.0,3_sp_gt_2,10471522,0.1,3
30,9.090909090909092,3.2593645562787477,1.5620062811296964,0.0,3_sp_gt_2,10471522,0.1,3
31,9.393939393939394,3.507969529405711,1.6769183233659206,0.0,3_sp_gt_2,10471522,0.1,3
