,time,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,ground_truth,timeseries_id,noise,n_species
0,0.0,0.04,0.08,0.09,0.06,0.06,0.06,0.08,0.03,0.02,0.09,10_sp_gt_5,5140131,0.01,10
1,0.30303030303030304,0.05056511832723912,0.1450726763082549,0.11455661437819249,0.059074398959787965,0.11267529918333163,0.08672738051116712,0.12216494428880852,0.029275394939138114,0.020335160013112676,0.08882560383177462,10_sp_gt_5,5140131,0.01,10
2,0.6060606060606061,0.06526143371512241,0.2590315554956736,0.14568980316917843,0.058637921128236264,0.19912284993459395,0.12339656801636675,0.18555819065597906,0.02829808394499826,0.020963987465113177,0.08751107772715283,10_sp_gt_5,5140131,0.01,10
3,0.9090909090909092,0.08537805109999576,0.4383023886917249,0.18207411631036535,0.05958884445733037,0.34972584236351223,0.16887606640970995,0.28115099800781995,0.02836157024562334,0.021952387142044328,0.08657856509964942,10_sp_gt_5,5140131,0.01,10
4,1.2121212121212122,0.1105523126151747,0.7115298343627207,0.2194406072937994,0.06228500317206121,0.5828327960316974,0.22786085009852372,0.4189632046938741,0.028601287761399422,0.022780142795971115,0.08581303476898439,10_sp_gt_5,5140131,0.01,10
5,1.5151515151515151,0.14731331358900926,1.0694424385736374,0.25160378349328105,0.06596987370249395,0.9212494461768471,0.2930138082952118,0.5871356685146967,0.030309796741845044,0.023903304121217633,0.08421291920496878,10_sp_gt_5,5140131,0.01,10
6,1.8181818181818183,0.2041383084551366,1.4686873719586064,0.2693868137525576,0.07445563396665604,1.316681042975009,0.3496551418916652,0.8170499742593854,0.033766467611833224,0.02565368420257912,0.08100465788498641,10_sp_gt_5,5140131,0.01,10
7,2.121212121212121,0.29029841376740495,1.8226465498565068,0.2768379294407611,0.09011216620379822,1.737083084613208,0.38911375864872993,1.0891362509643598,0.03888012802991233,0.027961330284975505,0.07874286092300838,10_sp_gt_5,5140131,0.01,10
8,2.4242424242424243,0.4057246743125704,2.0932023723641184,0.2758039206172572,0.11252233984657367,2.136024399146692,0.4128416203447939,1.359324767393382,0.04941307245158578,0.03175239375838855,0.07418277895174123,10_sp_gt_5,5140131,0.01,10
9,2.7272727272727275,0.5596961054669294,2.2440771772636148,0.26595095774991356,0.1444464701114281,2.469138455593235,0.4148413236574054,1.5986495890407675,0.06723748472485097,0.03623627062711744,0.06891804603543022,10_sp_gt_5,5140131,0.01,10
10,3.0303030303030303,0.7344720656803828,2.2286128002417342,0.2548564486649845,0.19479093696612484,2.658080987714712,0.41227907380131645,1.7621572659264293,0.0980440892319349,0.04237310730781816,0.06569153629400658,10_sp_gt_5,5140131,0.01,10
11,3.3333333333333335,0.91356454675923,2.130680303428647,0.2514401218951692,0.2595166691154295,2.776788646959066,0.3943854108359121,1.8987409267650557,0.14480102564080102,0.049929873443380256,0.0625456110745621,10_sp_gt_5,5140131,0.01,10
12,3.6363636363636367,1.0503214485576908,1.9977686269950117,0.2546440465121024,0.34153338545597944,2.8378165170620666,0.36349954114421307,1.982601141511651,0.21766739625329642,0.05903957260673181,0.05971777715891933,10_sp_gt_5,5140131,0.01,10
13,3.9393939393939394,1.1500546074751339,1.814677589884093,0.26462387004187415,0.44321718940816046,2.81229870687047,0.3434982515012364,2.011220979946289,0.33256884942310383,0.07067498463275977,0.05663087839573694,10_sp_gt_5,5140131,0.01,10
14,4.242424242424242,1.2031416744990477,1.666320688254335,0.2801935402534996,0.5608048812678961,2.7724147363327636,0.3231081419571777,2.037956598374918,0.4922270958459368,0.08502099545335735,0.05563435034935233,10_sp_gt_5,5140131,0.01,10
15,4.545454545454546,1.2326367641528588,1.5821478129902478,0.30661740638880447,0.6891785615030054,2.6702872624336154,0.3018650326619703,1.9979649511744253,0.6985611129901086,0.10453679238110111,0.054115060305642844,10_sp_gt_5,5140131,0.01,10
16,4.848484848484849,1.226390563153112,1.4751522824256165,0.3395951337422555,0.8279001309613399,2.5682352067171568,0.29114766419521737,1.9152000193104541,0.9255336483043819,0.12911299822742647,0.05370905311571125,10_sp_gt_5,5140131,0.01,10
17,5.151515151515151,1.1989529270244945,1.4043183423079362,0.37148058995364036,0.9372853103492657,2.398359726584576,0.2772823165053848,1.831132923024178,1.1374994974171646,0.1615791625138847,0.053013991880530034,10_sp_gt_5,5140131,0.01,10
18,5.454545454545455,1.1520090204678792,1.3645174129249038,0.4087640719100838,1.021577757571157,2.1993353979580155,0.2668529006873789,1.7545583850552802,1.3286627290531974,0.20499494351548123,0.05379350650159193,10_sp_gt_5,5140131,0.01,10
19,5.757575757575758,1.1282871064671534,1.3258865760138732,0.44173013867747524,1.0725754706918207,2.0609848469831427,0.26417045435747033,1.6671429975545928,1.4530311104114992,0.2612966187038107,0.05486401449002038,10_sp_gt_5,5140131,0.01,10
20,6.0606060606060606,1.1000266140710382,1.303085404640585,0.48990367256982276,1.1059801855189058,1.9548758405608506,0.2641296582384178,1.5705039026931198,1.539056439289109,0.3280035550764879,0.05624587153915879,10_sp_gt_5,5140131,0.01,10
21,6.363636363636364,1.0942427129285912,1.2734245646523878,0.5295659980024047,1.1372263380561616,1.869690777445109,0.27292230896879766,1.4789728506188438,1.599464756694037,0.40488678729394156,0.05755767242942529,10_sp_gt_5,5140131,0.01,10
22,6.666666666666667,1.0927517885221276,1.2565185638163658,0.5664029802238078,1.1461352772838376,1.774048953801313,0.2781328697991872,1.423530054454249,1.6157685212379302,0.5001542330916857,0.06029909208856694,10_sp_gt_5,5140131,0.01,10
23,6.96969696969697,1.066287035247047,1.2405609536526603,0.603230897662681,1.151842302500716,1.7256014360695262,0.28838227558451124,1.3466164854464657,1.6354179877324884,0.6006125110463647,0.06251006783198367,10_sp_gt_5,5140131,0.01,10
24,7.272727272727273,1.0494106178759761,1.2327064049736038,0.6196961270184776,1.1581671082251626,1.700744190203763,0.2994166095898458,1.278816752733886,1.6450620812343744,0.7047724885558918,0.06515444743988134,10_sp_gt_5,5140131,0.01,10
