,time,species_0,species_1,species_2,food,ground_truth,timeseries_id,noise,n_species
0,0.0,0.06,0.06,0.01,1.0,3_sp_gt_2,9845126,0.01,3
1,0.30303030303030304,0.0777414500829476,0.14876571772952524,0.013816122928943974,0.9923788365107911,3_sp_gt_2,9845126,0.01,3
2,0.6060606060606061,0.10234657406636748,0.35466682523409443,0.01852672017602163,0.9968504980605764,3_sp_gt_2,9845126,0.01,3
3,0.9090909090909092,0.1412163996126048,0.7628127248451502,0.023827312538359922,0.991052340676446,3_sp_gt_2,9845126,0.01,3
4,1.2121212121212122,0.20921603997878094,1.3806679466275524,0.0278316953164067,0.9804697742058158,3_sp_gt_2,9845126,0.01,3
5,1.5151515151515151,0.3488747290268131,2.0266514757327685,0.028947059176247417,0.978642429294794,3_sp_gt_2,9845126,0.01,3
6,1.8181818181818183,0.6067413872332585,2.405546296399233,0.02808392179380449,0.9804426970175062,3_sp_gt_2,9845126,0.01,3
7,2.121212121212121,0.9761625897905678,2.3567656840067466,0.027270530295288933,0.9789128772041383,3_sp_gt_2,9845126,0.01,3
8,2.4242424242424243,1.3757912555932112,2.0936719817163327,0.028421415399996815,0.9679271408016856,3_sp_gt_2,9845126,0.01,3
9,2.7272727272727275,1.671893027752627,1.7164213656560856,0.03335373209998524,0.9653487407519086,3_sp_gt_2,9845126,0.01,3
10,3.0303030303030303,1.7885659869237047,1.4167665770540498,0.04267819764909465,0.9563440798297801,3_sp_gt_2,9845126,0.01,3
11,3.3333333333333335,1.7856428508326634,1.2287596468402806,0.05688031650695098,0.9572155738852806,3_sp_gt_2,9845126,0.01,3
12,3.6363636363636367,1.7465606164409144,1.1105864384821966,0.07763045481915111,0.9433668759193407,3_sp_gt_2,9845126,0.01,3
13,3.9393939393939394,1.7252017257560592,1.0300495173432134,0.10702559650296062,0.942757730316536,3_sp_gt_2,9845126,0.01,3
14,4.242424242424242,1.6663097545208594,0.9822791488428495,0.1484410271914349,0.9328258851384056,3_sp_gt_2,9845126,0.01,3
15,4.545454545454546,1.59851107810351,0.9559443923756484,0.20325531510208458,0.9302366008374928,3_sp_gt_2,9845126,0.01,3
16,4.848484848484849,1.5133975772879198,0.9439639935338577,0.2780012670901466,0.9245778065500531,3_sp_gt_2,9845126,0.01,3
17,5.151515151515151,1.4572215115175329,0.9497057864817298,0.3611242043336261,0.941712724610523,3_sp_gt_2,9845126,0.01,3
18,5.454545454545455,1.4041711791020246,0.9515792268941196,0.44877154067242486,0.9463952775548035,3_sp_gt_2,9845126,0.01,3
19,5.757575757575758,1.3726502752657375,0.9354747938238234,0.5536681703618715,0.9394683414428652,3_sp_gt_2,9845126,0.01,3
20,6.0606060606060606,1.3290326294779773,0.9265004932856893,0.6507527655493267,0.9465675183751658,3_sp_gt_2,9845126,0.01,3
21,6.363636363636364,1.265825448022672,0.9062472933384434,0.75785359466692,0.9442604293160289,3_sp_gt_2,9845126,0.01,3
22,6.666666666666667,1.197678208300805,0.9010559087788599,0.8245497955299501,0.9342530980108088,3_sp_gt_2,9845126,0.01,3
23,6.96969696969697,1.1475315846647738,0.9048094393526595,0.9073500580381343,0.9217653452450215,3_sp_gt_2,9845126,0.01,3
24,7.272727272727273,1.1191253825800018,0.8910744556996458,0.9370641443383109,0.9365149516868471,3_sp_gt_2,9845126,0.01,3
25,7.575757575757576,1.0701901577317723,0.8986102992986188,0.9612931659347059,0.954288020295573,3_sp_gt_2,9845126,0.01,3
26,7.878787878787879,1.042294789531724,0.908904131399225,1.0056944046113352,0.9611519878642548,3_sp_gt_2,9845126,0.01,3
27,8.181818181818182,1.0150465193036373,0.9146600144786933,1.024763404694735,0.9617694441271069,3_sp_gt_2,9845126,0.01,3
28,8.484848484848484,0.9996046990326616,0.9253845088140534,1.033267597834385,0.9627223827771945,3_sp_gt_2,9845126,0.01,3
29,8.787878787878789,0.9897155787118816,0.9106021419512086,1.04265490014956,0.9696540558618321,3_sp_gt_2,9845126,0.01,3
30,9.090909090909092,0.969267057461994,0.928683422704784,1.0351169285758783,0.9643776265716428,3_sp_gt_2,9845126,0.01,3
31,9.393939393939394,0.9592557603732531,0.9573460813868759,1.0389644966493854,0.9554696953785025,3_sp_gt_2,9845126,0.01,3
32,9.696969696969697,0.9739954460231232,0.9777395358625574,1.0318483680942565,0.9348104493144563,3_sp_gt_2,9845126,0.01,3
33,10.0,0.9669580003672607,0.9901833494282181,1.0015899856064652,0.9362323374319548,3_sp_gt_2,9845126,0.01,3
34,10.303030303030303,0.9720110579006725,1.0098061923137789,1.0115545184076675,0.9343737377567479,3_sp_gt_2,9845126,0.01,3
35,10.606060606060606,0.9840695647865422,1.013718484341545,0.9963169535576266,0.9446139809499592,3_sp_gt_2,9845126,0.01,3
36,10.90909090909091,0.9799776519189263,1.0151650479683147,0.9964144462503675,0.9267846065197471,3_sp_gt_2,9845126,0.01,3
