,time,species_0,species_1,species_2,ground_truth,timeseries_id,noise,n_species,did,n_timeseries,n_timepoints,sampling_scheme
0,13.636363636363637,1.023782515305354,1.7739776568086656,0.1928098448892352,3_sp_gt_7,36656,0.01,3,590,50,5,random
1,18.484848484848484,1.048116389999513,1.6452248710754724,0.3357903250585668,3_sp_gt_7,36656,0.01,3,590,50,5,random
2,22.424242424242426,1.0766029002344844,1.5347311389751117,0.485817577665237,3_sp_gt_7,36656,0.01,3,590,50,5,random
3,26.060606060606062,1.0182885824906909,1.3701794732192576,0.607401590294362,3_sp_gt_7,36656,0.01,3,590,50,5,random
4,30.0,1.032346415513541,1.2887021783859272,0.7315715913733677,3_sp_gt_7,36656,0.01,3,590,50,5,random
5,11.212121212121213,1.0185332055318952,1.6322084419470333,0.4118131661420673,3_sp_gt_7,41300,0.01,3,590,50,5,random
6,20.0,1.0304435317919478,1.3308052341360923,0.6978234535912016,3_sp_gt_7,41300,0.01,3,590,50,5,random
7,23.63636363636364,1.0223784809893215,1.196675258650331,0.796146378175645,3_sp_gt_7,41300,0.01,3,590,50,5,random
8,24.848484848484848,1.0381840026739633,1.1770718314771604,0.8028365446077534,3_sp_gt_7,41300,0.01,3,590,50,5,random
9,27.272727272727277,1.0174137277585111,1.086056089753647,0.8922670124509384,3_sp_gt_7,41300,0.01,3,590,50,5,random
10,3.6363636363636367,0.1175228753592421,2.691664568253352,0.5046308261365063,3_sp_gt_7,115475,0.01,3,590,50,5,random
11,4.848484848484849,0.3911853662331953,2.7339347800182474,0.386960019338921,3_sp_gt_7,115475,0.01,3,590,50,5,random
12,10.0,1.0297741233688342,1.6074174858520514,0.380679959086352,3_sp_gt_7,115475,0.01,3,590,50,5,random
13,12.424242424242424,1.0434398218658687,1.555337394031651,0.4729285688885169,3_sp_gt_7,115475,0.01,3,590,50,5,random
14,21.21212121212121,1.0284931237675017,1.2815184758920393,0.7298978375197406,3_sp_gt_7,115475,0.01,3,590,50,5,random
15,3.6363636363636367,0.1743177684863952,3.232152247738157,0.0703923490158007,3_sp_gt_7,309357,0.01,3,590,50,5,random
16,13.636363636363637,1.0457453455822,1.8640867876020613,0.1553722586814636,3_sp_gt_7,309357,0.01,3,590,50,5,random
17,16.060606060606062,1.0209323865445457,1.7563434531013813,0.2083178873417455,3_sp_gt_7,309357,0.01,3,590,50,5,random
18,20.0,1.0524894503820448,1.6741584623923589,0.320537932490238,3_sp_gt_7,309357,0.01,3,590,50,5,random
19,30.0,1.0456713683990686,1.395533470360877,0.6382646086667862,3_sp_gt_7,309357,0.01,3,590,50,5,random
20,1.2121212121212122,0.0548392949076274,0.8567767765851382,0.0759594728110058,3_sp_gt_7,416304,0.01,3,590,50,5,random
21,4.848484848484849,0.797682987255549,2.58412803217176,0.099623239689073,3_sp_gt_7,416304,0.01,3,590,50,5,random
22,16.060606060606062,1.014281133970199,1.5692952719583244,0.3730221859147328,3_sp_gt_7,416304,0.01,3,590,50,5,random
23,22.424242424242426,1.0477045800180247,1.3896428413178743,0.6066435287704327,3_sp_gt_7,416304,0.01,3,590,50,5,random
24,23.63636363636364,1.0196982330073263,1.3274129283912413,0.642001802552368,3_sp_gt_7,416304,0.01,3,590,50,5,random
25,1.2121212121212122,0.0647849809274016,0.1147511355130121,0.129956848368258,3_sp_gt_7,591973,0.01,3,590,50,5,random
26,2.4242424242424243,0.0678291784990358,0.87629293723538,0.4226822861401153,3_sp_gt_7,591973,0.01,3,590,50,5,random
27,8.484848484848484,1.0795942995854892,1.589518278627972,0.4250659289493709,3_sp_gt_7,591973,0.01,3,590,50,5,random
28,12.424242424242424,1.032640679655027,1.437041280077386,0.5894014987690881,3_sp_gt_7,591973,0.01,3,590,50,5,random
29,22.424242424242426,1.0358461730405986,1.1218272542887244,0.8930193792468198,3_sp_gt_7,591973,0.01,3,590,50,5,random
30,6.0606060606060606,1.0235083684493258,2.1529965039017,0.0767018942370594,3_sp_gt_7,1444356,0.01,3,590,50,5,random
31,12.424242424242424,1.043551518715833,1.8556271901857837,0.1773528310908091,3_sp_gt_7,1444356,0.01,3,590,50,5,random
32,21.21212121212121,1.0367969644585673,1.5624899014509015,0.4429845541194302,3_sp_gt_7,1444356,0.01,3,590,50,5,random
33,26.060606060606062,1.0451524775364056,1.3778018800966865,0.6303355496336005,3_sp_gt_7,1444356,0.01,3,590,50,5,random
34,28.484848484848484,1.0367709880776057,1.2850669708871356,0.6985241519763772,3_sp_gt_7,1444356,0.01,3,590,50,5,random
35,11.212121212121213,1.0360591087656064,1.724179315050099,0.2362977206268591,3_sp_gt_7,1768742,0.01,3,590,50,5,random
36,14.84848484848485,1.0409265648733088,1.6222311166209993,0.3745004343862783,3_sp_gt_7,1768742,0.01,3,590,50,5,random
37,18.484848484848484,1.029138185470241,1.5451799900157377,0.4898673924420147,3_sp_gt_7,1768742,0.01,3,590,50,5,random
38,21.21212121212121,1.0800209571721564,1.3834405737310995,0.5817822696591524,3_sp_gt_7,1768742,0.01,3,590,50,5,random
39,26.060606060606062,1.0393942560949212,1.2616049661590114,0.7425135534810557,3_sp_gt_7,1768742,0.01,3,590,50,5,random
40,1.2121212121212122,0.0794325924858019,0.7490244940479711,0.1858593145238566,3_sp_gt_7,2091765,0.01,3,590,50,5,random
41,4.848484848484849,0.8365445507412337,2.3404665909037274,0.2366362983854183,3_sp_gt_7,2091765,0.01,3,590,50,5,random
42,18.484848484848484,1.0666675911581494,1.335981858526497,0.7028384750456945,3_sp_gt_7,2091765,0.01,3,590,50,5,random
43,27.272727272727277,1.0162931789241758,1.0724637225700349,0.892556729374402,3_sp_gt_7,2091765,0.01,3,590,50,5,random
44,30.0,0.9957566235898252,1.1072661237780206,0.9352481577217376,3_sp_gt_7,2091765,0.01,3,590,50,5,random
45,11.212121212121213,1.0548880055055343,1.7554739458768918,0.2477639466876191,3_sp_gt_7,2369231,0.01,3,590,50,5,random
46,13.636363636363637,1.0469492576372752,1.6464339405088206,0.3443572362407497,3_sp_gt_7,2369231,0.01,3,590,50,5,random
