,time,species_0,species_1,species_2,ground_truth,timeseries_id,noise,n_species
0,0.0,0.01,0.07,0.07,3_sp_gt_7,7964854,0.1,3
1,0.30303030303030304,0.010780965939161873,0.12908078952148713,0.11475707219612094,3_sp_gt_7,7964854,0.1,3
2,0.6060606060606061,0.008508118666844769,0.2553847976560549,0.1668764496248016,3_sp_gt_7,7964854,0.1,3
3,0.9090909090909092,0.007762259107875573,0.33282142729933545,0.221848245427533,3_sp_gt_7,7964854,0.1,3
4,1.2121212121212122,0.007105487235969304,0.5338633521755569,0.2767674649788262,3_sp_gt_7,7964854,0.1,3
5,1.5151515151515151,0.008570985745637612,0.9809787163489101,0.29512450531700357,3_sp_gt_7,7964854,0.1,3
6,1.8181818181818183,0.009221893132715098,1.2581923923685479,0.3387271523497949,3_sp_gt_7,7964854,0.1,3
7,2.121212121212121,0.01306917315669022,1.6281356192123608,0.37144413275368177,3_sp_gt_7,7964854,0.1,3
8,2.4242424242424243,0.015305169928364937,2.1033091607993746,0.3563799721979411,3_sp_gt_7,7964854,0.1,3
9,2.7272727272727275,0.014722770831066434,2.2356832258046127,0.43886243109562784,3_sp_gt_7,7964854,0.1,3
10,3.0303030303030303,0.02015544456903612,2.5089051677789955,0.4631397914037299,3_sp_gt_7,7964854,0.1,3
11,3.3333333333333335,0.025515831853214124,2.612978567630293,0.537574662849601,3_sp_gt_7,7964854,0.1,3
12,3.6363636363636367,0.03848977570135983,2.7300826333469943,0.4656501894692367,3_sp_gt_7,7964854,0.1,3
13,3.9393939393939394,0.05481556525540351,2.818312599909358,0.46376081778575867,3_sp_gt_7,7964854,0.1,3
14,4.242424242424242,0.08141102672495994,2.7002855240027146,0.3746313397018868,3_sp_gt_7,7964854,0.1,3
15,4.545454545454546,0.10675217114260535,3.15968593527453,0.3494551517336048,3_sp_gt_7,7964854,0.1,3
16,4.848484848484849,0.1459751755464946,2.661962734117186,0.3072939664872665,3_sp_gt_7,7964854,0.1,3
17,5.151515151515151,0.20023894830719133,2.351280042885425,0.33154018126512075,3_sp_gt_7,7964854,0.1,3
18,5.454545454545455,0.2402173435741337,2.505586319572092,0.3113195161865768,3_sp_gt_7,7964854,0.1,3
19,5.757575757575758,0.29597490347431255,2.486888336506007,0.3134137285669672,3_sp_gt_7,7964854,0.1,3
20,6.0606060606060606,0.38018630885963645,2.2790805092347286,0.3009688625944912,3_sp_gt_7,7964854,0.1,3
21,6.363636363636364,0.3774371900249283,2.412160662125536,0.30406887076530953,3_sp_gt_7,7964854,0.1,3
22,6.666666666666667,0.45320828903479954,2.247942921764293,0.2783953021017996,3_sp_gt_7,7964854,0.1,3
23,6.96969696969697,0.49306164078831993,2.2737063666648702,0.284088739608593,3_sp_gt_7,7964854,0.1,3
24,7.272727272727273,0.6279135155270662,2.5080947994718814,0.28353079910695594,3_sp_gt_7,7964854,0.1,3
25,7.575757575757576,0.6544646272723659,2.4583337764766506,0.28385703059450296,3_sp_gt_7,7964854,0.1,3
26,7.878787878787879,0.7497235783011085,2.3468584977443405,0.2381842593332728,3_sp_gt_7,7964854,0.1,3
27,8.181818181818182,0.8885538519872855,2.107140079668452,0.24420299486143007,3_sp_gt_7,7964854,0.1,3
