,time,species_0,species_1,species_2,ground_truth,timeseries_id,noise,n_species,did,seq_depth,n_timeseries,n_timepoints,sampling_scheme
0,6.0606060606060606,3.5607300596694875,0.0,0.0377584073861785,3_sp_gt_3,36656,0.05,3,1105,low,50,10,seq
1,7.272727272727273,3.6816347396122064,0.0,0.0997374629497633,3_sp_gt_3,36656,0.05,3,1105,low,50,10,seq
2,8.484848484848484,2.997075995758634,0.0,0.2946220809555051,3_sp_gt_3,36656,0.05,3,1105,low,50,10,seq
3,10.0,3.0617321349499167,0.0,0.6305341736555334,3_sp_gt_3,36656,0.05,3,1105,low,50,10,seq
4,11.212121212121213,2.989088203947203,0.0,0.9126922174377105,3_sp_gt_3,36656,0.05,3,1105,low,50,10,seq
5,12.424242424242424,2.614237087245441,0.0,0.8580794208478933,3_sp_gt_3,36656,0.05,3,1105,low,50,10,seq
6,13.636363636363637,2.224125567466752,0.0,0.7823488966622927,3_sp_gt_3,36656,0.05,3,1105,low,50,10,seq
7,14.84848484848485,2.0757363107176703,0.0,0.7464863461101758,3_sp_gt_3,36656,0.05,3,1105,low,50,10,seq
8,16.060606060606062,2.149342242865052,0.0,0.6762292213548678,3_sp_gt_3,36656,0.05,3,1105,low,50,10,seq
9,17.272727272727273,2.53178460355693,0.0,0.6895267897831434,3_sp_gt_3,36656,0.05,3,1105,low,50,10,seq
10,8.484848484848484,0.8191817380025328,1.3488686789376585,1.190857182069308,3_sp_gt_3,41300,0.05,3,1105,low,50,10,seq
11,10.0,0.8248767956431988,0.9098177283343324,0.989962178534898,3_sp_gt_3,41300,0.05,3,1105,low,50,10,seq
12,11.212121212121213,0.8689627680538499,0.770353013067921,0.8448727459149987,3_sp_gt_3,41300,0.05,3,1105,low,50,10,seq
13,12.424242424242424,1.1257799324749231,0.7998565081365813,0.7818776780401804,3_sp_gt_3,41300,0.05,3,1105,low,50,10,seq
14,13.636363636363637,1.1642918023904771,0.9037970697067124,0.8668121657893083,3_sp_gt_3,41300,0.05,3,1105,low,50,10,seq
15,14.84848484848485,1.1500432227382722,1.011311122861611,0.8118714193670135,3_sp_gt_3,41300,0.05,3,1105,low,50,10,seq
16,16.060606060606062,0.9680515180516944,1.097866333752522,1.0345488960872469,3_sp_gt_3,41300,0.05,3,1105,low,50,10,seq
17,17.272727272727273,0.9379097132809996,1.0002032028139327,1.1655658766844987,3_sp_gt_3,41300,0.05,3,1105,low,50,10,seq
18,18.484848484848484,0.942318280025148,1.133838700229788,1.1410763217655024,3_sp_gt_3,41300,0.05,3,1105,low,50,10,seq
19,20.0,0.8091242944704247,1.068966340364053,0.9722760959740944,3_sp_gt_3,41300,0.05,3,1105,low,50,10,seq
20,8.484848484848484,2.9170668467703544,0.0,0.4721451668982372,3_sp_gt_3,115475,0.05,3,1105,low,50,10,seq
21,10.0,2.54555807439513,0.0,0.6317774196627787,3_sp_gt_3,115475,0.05,3,1105,low,50,10,seq
22,11.212121212121213,2.484368712273186,0.0,0.7112746953360357,3_sp_gt_3,115475,0.05,3,1105,low,50,10,seq
23,12.424242424242424,2.496035996676381,0.0,0.8945202761083035,3_sp_gt_3,115475,0.05,3,1105,low,50,10,seq
24,13.636363636363637,2.477427118378167,0.0,0.847227617585013,3_sp_gt_3,115475,0.05,3,1105,low,50,10,seq
25,14.84848484848485,2.408120310987312,0.0,0.942282705874944,3_sp_gt_3,115475,0.05,3,1105,low,50,10,seq
26,16.060606060606062,2.2333104577317906,0.0,0.7952248634047119,3_sp_gt_3,115475,0.05,3,1105,low,50,10,seq
27,17.272727272727273,2.535323511143714,0.0,0.794989477038341,3_sp_gt_3,115475,0.05,3,1105,low,50,10,seq
28,18.484848484848484,2.4223939880233423,0.0,0.8876067105306203,3_sp_gt_3,115475,0.05,3,1105,low,50,10,seq
29,20.0,2.481301213663541,0.0,0.8587911783269065,3_sp_gt_3,115475,0.05,3,1105,low,50,10,seq
30,10.0,1.0235964324032922,1.1570074778886412,0.9518796615506748,3_sp_gt_3,309357,0.05,3,1105,low,50,10,seq
31,11.212121212121213,1.0407656322322003,0.9438808073898174,0.8391284464200308,3_sp_gt_3,309357,0.05,3,1105,low,50,10,seq
32,12.424242424242424,1.080766495504374,0.9798486563115122,0.9447773497654772,3_sp_gt_3,309357,0.05,3,1105,low,50,10,seq
33,13.636363636363637,1.077744662238496,1.0564769426966572,1.0541252908912495,3_sp_gt_3,309357,0.05,3,1105,low,50,10,seq
34,14.84848484848485,1.0730973690584034,1.2289381052955095,0.9906609219579752,3_sp_gt_3,309357,0.05,3,1105,low,50,10,seq
35,16.060606060606062,0.8018616687783526,0.9816776567423818,1.003862922096527,3_sp_gt_3,309357,0.05,3,1105,low,50,10,seq
36,17.272727272727273,1.0829428039897335,0.9495411301554584,1.0257654934050209,3_sp_gt_3,309357,0.05,3,1105,low,50,10,seq
