,time,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,ground_truth,timeseries_id,noise,n_species,did,seq_depth,n_timeseries,n_timepoints,sampling_scheme
0,0.0,0.04,0.05,0.01,0.02,0.02,0.07,0.01,0.09,0.07,0.03,10_sp_gt_3,36656,0.01,10,244,high,5,10,even
1,3.333333333333333,2.0541001078629058,0.5072163176309057,0.2629606283949595,0.4295781133851069,0.9924132863815036,0.9338786996864072,0.0547144389030369,6.295899800255714,0.1151801893865787,2.821600570247852,10_sp_gt_3,36656,0.01,10,244,high,5,10,even
2,6.666666666666667,0.8895616518420795,0.3068004459873545,1.0591954034737794,2.611651206169248,3.865030731015481,0.0743824726649696,0.0,8.098876101955657,9.6112605310564,6.290728612356368,10_sp_gt_3,36656,0.01,10,244,high,5,10,even
3,10.0,0.9262877384321536,5.683264909567384,0.1416967906793812,5.221283927108214,4.669510399847653,0.0253448025408316,0.0,3.4529535573584638,3.692389639483896,2.015568380302407,10_sp_gt_3,36656,0.01,10,244,high,5,10,even
4,13.333333333333334,0.9472189946486628,5.084584302247083,0.0,4.785751470439314,5.07105038817405,0.4955636253458512,0.0,2.253376094029642,1.2061231334841147,0.5586971971743803,10_sp_gt_3,36656,0.01,10,244,high,5,10,even
5,16.666666666666668,1.696363250859221,3.1592135550561977,0.0,2.2749767763400137,5.703633023535262,3.219583175075847,0.0,2.151512021846132,0.7413142710909657,0.9374036871186392,10_sp_gt_3,36656,0.01,10,244,high,5,10,even
6,20.0,2.4248830067414464,1.8258271379708455,0.0,1.4408885996903376,6.914398563266193,2.663504052153591,0.0,3.682040428955456,2.013322850857186,3.671092107610831,10_sp_gt_3,36656,0.01,10,244,high,5,10,even
7,23.333333333333336,2.3229377369267863,2.8885104898716194,0.0,3.513035893682912,5.876713374114144,1.4063758415613763,0.0,4.220121357140864,3.157499937798856,3.3524774415012293,10_sp_gt_3,36656,0.01,10,244,high,5,10,even
8,26.666666666666668,2.062977612308434,3.318334966648205,0.0,3.072938549609558,6.029515709385946,2.0211068811029818,0.0,3.044390768128599,2.225128002231157,2.3786044982141754,10_sp_gt_3,36656,0.01,10,244,high,5,10,even
9,30.0,2.1707244648948025,2.873092359253784,0.0,2.684952475824544,6.025209981145434,2.2305353806846986,0.0,3.3188164384475005,2.2299316506610767,2.744736021573657,10_sp_gt_3,36656,0.01,10,244,high,5,10,even
10,0.0,0.06,0.09,0.02,0.06,0.03,0.03,0.04,0.03,0.02,0.03,10_sp_gt_3,416304,0.01,10,244,high,5,10,even
11,3.333333333333333,1.914548135141511,0.6015018389929231,0.5524734091713164,0.771365262909061,1.354115459554462,0.2771671776643408,0.2557714595085865,4.372470176535014,0.0367118259512149,1.7320311808368851,10_sp_gt_3,416304,0.01,10,244,high,5,10,even
12,6.666666666666667,0.4449677350770286,0.6061490937831413,0.7022434258856929,2.969870243768491,4.446454796476527,0.1843650821258323,0.0133142323508448,7.46343986111288,9.65595922083302,5.280396144281573,10_sp_gt_3,416304,0.01,10,244,high,5,10,even
13,10.0,1.033572454122154,5.808745872777642,0.0150796702430053,5.005164681989245,4.718706402257702,0.3570209981662344,0.0844917327058975,2.746689088167364,2.047021719928989,1.062322823135197,10_sp_gt_3,416304,0.01,10,244,high,5,10,even
14,13.333333333333334,0.5483301621667594,3.1228670681890542,0.003156908008198,1.234151743015239,5.525789914909449,2.525194184756658,3.3453136051019445,3.3305571940276524,1.4532345107222608,1.478435982086023,10_sp_gt_3,416304,0.01,10,244,high,5,10,even
15,16.666666666666668,0.7716605307196169,4.241342595828595,0.0,0.5419891705329137,5.1304561824840045,1.6905257237015685,1.1707832135099747,6.200033108228033,4.392411771514938,2.791300871601647,10_sp_gt_3,416304,0.01,10,244,high,5,10,even
16,20.0,1.8612580692084253,3.0918135007354017,0.0,2.442358413300998,5.614679000879294,1.7026621545409224,0.9511991538406576,5.006584821105333,3.1589635161433884,3.38560794889048,10_sp_gt_3,416304,0.01,10,244,high,5,10,even
17,23.333333333333336,1.4782031494290535,3.4609912956185087,0.0,2.141736272838451,5.5017683734870015,1.7179456641413826,1.5091190092877118,4.630945578166183,3.12975041995378,2.789104106891694,10_sp_gt_3,416304,0.01,10,244,high,5,10,even
18,26.666666666666668,1.235032199532905,3.571847856438789,0.0,1.787353293628151,5.332687589331101,1.7018652012830604,1.6521649691957865,4.876027884475988,3.425902704791164,3.0342920140525447,10_sp_gt_3,416304,0.01,10,244,high,5,10,even
