,time,species_0,species_1,species_2,ground_truth,timeseries_id,noise,n_species,did,seq_depth,n_timeseries,n_timepoints,sampling_scheme
0,0.0,0.04,0.05,0.01,3_sp_gt_3,36656,0.05,3,1093,low,10,10,random
1,7.272727272727273,3.6816347396122064,0.0,0.0997374629497633,3_sp_gt_3,36656,0.05,3,1093,low,10,10,random
2,10.0,3.0617321349499167,0.0,0.6305341736555334,3_sp_gt_3,36656,0.05,3,1093,low,10,10,random
3,13.636363636363637,2.224125567466752,0.0,0.7823488966622927,3_sp_gt_3,36656,0.05,3,1093,low,10,10,random
4,14.84848484848485,2.0757363107176703,0.0,0.7464863461101758,3_sp_gt_3,36656,0.05,3,1093,low,10,10,random
5,17.272727272727273,2.53178460355693,0.0,0.6895267897831434,3_sp_gt_3,36656,0.05,3,1093,low,10,10,random
6,20.0,2.296119481654398,0.0,1.021826060762057,3_sp_gt_3,36656,0.05,3,1093,low,10,10,random
7,23.63636363636364,2.4106069235927,0.0,1.0138371296689952,3_sp_gt_3,36656,0.05,3,1093,low,10,10,random
8,26.060606060606062,2.215955104471638,0.0,0.7759252329636408,3_sp_gt_3,36656,0.05,3,1093,low,10,10,random
9,28.484848484848484,2.325190928334941,0.0,0.8748749055344835,3_sp_gt_3,36656,0.05,3,1093,low,10,10,random
10,2.4242424242424243,1.743151854000744,0.0,0.0,3_sp_gt_3,416304,0.05,3,1093,low,10,10,random
11,3.6363636363636367,3.033151890706962,0.0668507417184669,0.0,3_sp_gt_3,416304,0.05,3,1093,low,10,10,random
12,7.272727272727273,1.5432179730829405,1.3222397990805697,0.6246718980148791,3_sp_gt_3,416304,0.05,3,1093,low,10,10,random
13,8.484848484848484,1.2308808452661284,1.2963975142598352,1.080475398882434,3_sp_gt_3,416304,0.05,3,1093,low,10,10,random
14,14.84848484848485,1.380027484074909,0.8134850873991668,0.7327573490870201,3_sp_gt_3,416304,0.05,3,1093,low,10,10,random
