,time,species_0,species_1,species_2,ground_truth,timeseries_id,noise,n_species,did,seq_depth,n_timeseries,n_timepoints,sampling_scheme
0,13.636363636363637,3.0188599108871945,1.7016282764620871,0.0,3_sp_gt_2,36656,0.01,3,975,low,5,5,random
1,18.484848484848484,3.0653876268818068,1.7858611185166229,0.0,3_sp_gt_2,36656,0.01,3,975,low,5,5,random
2,22.424242424242426,3.17422466543714,1.7471428073398168,0.0,3_sp_gt_2,36656,0.01,3,975,low,5,5,random
3,26.060606060606062,3.016367379550996,1.715566521390878,0.0,3_sp_gt_2,36656,0.01,3,975,low,5,5,random
4,30.0,3.090830179718983,1.7190698213241211,0.0,3_sp_gt_2,36656,0.01,3,975,low,5,5,random
5,11.212121212121213,0.1554248694129582,0.0,2.058721645628978,3_sp_gt_2,416304,0.01,3,975,low,5,5,random
6,20.0,0.5425225846721202,0.6449162286173162,1.051232875342219,3_sp_gt_2,416304,0.01,3,975,low,5,5,random
7,23.63636363636364,0.5213549567334846,0.6646380540494609,1.318653401969928,3_sp_gt_2,416304,0.01,3,975,low,5,5,random
8,24.848484848484848,0.4802704027903029,0.6310450171379813,1.3267089830741392,3_sp_gt_2,416304,0.01,3,975,low,5,5,random
9,27.27272727272728,0.4316172544839429,0.5673130848652804,1.3183423001103962,3_sp_gt_2,416304,0.01,3,975,low,5,5,random
10,3.6363636363636367,0.4562290018097245,5.9419644890399725,0.0,3_sp_gt_2,2369231,0.01,3,975,low,5,5,random
11,4.848484848484849,1.0604190737496175,5.860210667252412,0.0,3_sp_gt_2,2369231,0.01,3,975,low,5,5,random
12,10.0,2.947516592990384,2.275169774902934,0.0,3_sp_gt_2,2369231,0.01,3,975,low,5,5,random
13,12.424242424242424,3.03852914274455,1.8878230399038776,0.0,3_sp_gt_2,2369231,0.01,3,975,low,5,5,random
14,21.21212121212121,3.034298030794494,1.723734598586725,0.0,3_sp_gt_2,2369231,0.01,3,975,low,5,5,random
15,3.6363636363636367,1.20701919235269,5.180719597354899,0.0,3_sp_gt_2,8982779,0.01,3,975,low,5,5,random
16,13.636363636363637,0.1651550616226526,0.0194959798174771,1.073591185295823,3_sp_gt_2,8982779,0.01,3,975,low,5,5,random
17,16.060606060606062,0.3106807128677977,0.1279057278246017,0.932061968432784,3_sp_gt_2,8982779,0.01,3,975,low,5,5,random
18,20.0,0.561625984966771,0.6744566027319424,1.1824418072708094,3_sp_gt_2,8982779,0.01,3,975,low,5,5,random
19,30.0,0.470981899449479,0.9821830095665384,1.0368520291083845,3_sp_gt_2,8982779,0.01,3,975,low,5,5,random
20,1.2121212121212122,0.0862767308626806,0.4955877543073791,0.0624299680566044,3_sp_gt_2,10488077,0.01,3,975,low,5,5,random
21,4.848484848484849,1.3104366369440823,5.4651695650957794,0.0,3_sp_gt_2,10488077,0.01,3,975,low,5,5,random
22,16.060606060606062,0.2149683106010575,0.032085927744503,0.9342907532131428,3_sp_gt_2,10488077,0.01,3,975,low,5,5,random
23,22.424242424242426,0.5001790555548093,0.5182250313668013,1.3532678909424938,3_sp_gt_2,10488077,0.01,3,975,low,5,5,random
24,23.63636363636364,0.4611988318989517,0.4790157348717763,1.3969645324733797,3_sp_gt_2,10488077,0.01,3,975,low,5,5,random
