,time,species_0,species_1,species_2,food,ground_truth,timeseries_id,noise,n_species
0,0.0,0.05,0.09,0.07,1.0,3_sp_gt_6,6543552,0.01,3
1,0.30303030303030304,0.07200944812485398,0.0927900202001352,0.07748979908275266,1.0552968951700863,3_sp_gt_6,6543552,0.01,3
2,0.6060606060606061,0.10202807380674045,0.09421515236980726,0.08527495637675168,1.113308524367536,3_sp_gt_6,6543552,0.01,3
3,0.9090909090909092,0.1451273660594827,0.0975504137030557,0.09635654195492706,1.1887232408711192,3_sp_gt_6,6543552,0.01,3
4,1.2121212121212122,0.20725261115886665,0.10010752289756154,0.10783943038976776,1.256941271670089,3_sp_gt_6,6543552,0.01,3
5,1.5151515151515151,0.28923123846846016,0.10440781852034568,0.12309350012965177,1.305058464991238,3_sp_gt_6,6543552,0.01,3
6,1.8181818181818183,0.40728577341898703,0.11174270913718395,0.14019072509777844,1.3251606388454218,3_sp_gt_6,6543552,0.01,3
7,2.121212121212121,0.5570442059369886,0.12105445703015051,0.15981732818189598,1.3233391476855534,3_sp_gt_6,6543552,0.01,3
8,2.4242424242424243,0.7409706176981765,0.1301896008703182,0.18496278317547923,1.335613713155413,3_sp_gt_6,6543552,0.01,3
9,2.7272727272727275,0.9413084245500717,0.1398416425053387,0.21491454216918782,1.2920972728082574,3_sp_gt_6,6543552,0.01,3
10,3.0303030303030303,1.148158430087999,0.15182850858159946,0.2532113238796343,1.2241378824840123,3_sp_gt_6,6543552,0.01,3
11,3.3333333333333335,1.380294066460173,0.16488445927589346,0.2940023013916905,1.111269360872192,3_sp_gt_6,6543552,0.01,3
12,3.6363636363636367,1.5456973309976758,0.18243350970741906,0.3423295472597074,1.0415297387997708,3_sp_gt_6,6543552,0.01,3
13,3.9393939393939394,1.704025465295853,0.20362092226849451,0.3977874062580887,0.9502733657642639,3_sp_gt_6,6543552,0.01,3
14,4.242424242424242,1.7749332521610404,0.23048855253425976,0.4622589415807556,0.838582224937018,3_sp_gt_6,6543552,0.01,3
15,4.545454545454546,1.8155356333740038,0.261744147386885,0.5342199132114139,0.7501219799582912,3_sp_gt_6,6543552,0.01,3
16,4.848484848484849,1.8194851438256883,0.2969537369306681,0.6109213602052085,0.6616552590398177,3_sp_gt_6,6543552,0.01,3
17,5.151515151515151,1.8276010983542965,0.3375254163133606,0.6778953089323069,0.5944728267725913,3_sp_gt_6,6543552,0.01,3
18,5.454545454545455,1.8040998384361506,0.3846716917092895,0.7483436781205326,0.551583589247671,3_sp_gt_6,6543552,0.01,3
19,5.757575757575758,1.7649521320081827,0.4337292925417305,0.8145336462732728,0.5053380788746429,3_sp_gt_6,6543552,0.01,3
20,6.0606060606060606,1.7155552053259167,0.4911566195691426,0.8723664334930886,0.4683122028908485,3_sp_gt_6,6543552,0.01,3
21,6.363636363636364,1.669424694777761,0.5441257549039007,0.9394147441134352,0.4292163003856033,3_sp_gt_6,6543552,0.01,3
22,6.666666666666667,1.6373040349132844,0.6151337433757512,0.9880162712145959,0.40031823607566175,3_sp_gt_6,6543552,0.01,3
23,6.96969696969697,1.560918816299374,0.6763265022449846,1.0436635564831132,0.3800834224739302,3_sp_gt_6,6543552,0.01,3
24,7.272727272727273,1.5189449917299631,0.7608738017477993,1.099812606824482,0.3557897349761075,3_sp_gt_6,6543552,0.01,3
25,7.575757575757576,1.4914114344175,0.834932956724816,1.13105989595644,0.3412215182798223,3_sp_gt_6,6543552,0.01,3
26,7.878787878787879,1.4153143080915211,0.9338460192495467,1.1635035603008799,0.3269192311378816,3_sp_gt_6,6543552,0.01,3
27,8.181818181818182,1.3521300093555735,0.9915237066280267,1.2339068585943684,0.3134473200985191,3_sp_gt_6,6543552,0.01,3
28,8.484848484848484,1.2701947782779448,1.0699231848236863,1.2354853582044671,0.30270671248671327,3_sp_gt_6,6543552,0.01,3
29,8.787878787878789,1.2273143664636617,1.1456211561164549,1.257643092307288,0.2951826415356823,3_sp_gt_6,6543552,0.01,3
30,9.090909090909092,1.1755975702980002,1.232507429386427,1.2722615899822882,0.2911225974574937,3_sp_gt_6,6543552,0.01,3
31,9.393939393939394,1.1454982200895112,1.2999014372298021,1.3012290957223276,0.28688493344298993,3_sp_gt_6,6543552,0.01,3
32,9.696969696969697,1.082382033682169,1.3567352519485196,1.3209627937600397,0.28047008207191504,3_sp_gt_6,6543552,0.01,3
33,10.0,1.06075495440142,1.4060824639266742,1.3569601951199006,0.27992646857164916,3_sp_gt_6,6543552,0.01,3
34,10.303030303030303,1.028469664208779,1.4566164747824932,1.389028403693684,0.2733440222932483,3_sp_gt_6,6543552,0.01,3
35,10.606060606060606,0.9902305686997394,1.4990237663986279,1.390535199065917,0.2650528216035693,3_sp_gt_6,6543552,0.01,3
36,10.90909090909091,0.954510075901231,1.5509358277039613,1.3799562023660097,0.2652969827867161,3_sp_gt_6,6543552,0.01,3
37,11.212121212121213,0.9232323042599239,1.5859864692382604,1.3603359706412044,0.26460040450100464,3_sp_gt_6,6543552,0.01,3
38,11.515151515151516,0.8974442054389185,1.585550142851475,1.4055214945670311,0.2645732501585638,3_sp_gt_6,6543552,0.01,3
39,11.818181818181818,0.8640859586673623,1.6223558684249069,1.4155216919963913,0.26175897127657755,3_sp_gt_6,6543552,0.01,3
40,12.121212121212121,0.8459395055081381,1.6527332926776874,1.4453173601941034,0.26161154981756696,3_sp_gt_6,6543552,0.01,3
41,12.424242424242424,0.8379286878022748,1.6605273613885838,1.4499014349644153,0.25951849525318277,3_sp_gt_6,6543552,0.01,3
42,12.727272727272728,0.8325518053719652,1.6776386729380153,1.4374446745062759,0.25987917525435056,3_sp_gt_6,6543552,0.01,3
43,13.030303030303031,0.8235901768256958,1.6681236950107188,1.4409736143497067,0.2578092686891473,3_sp_gt_6,6543552,0.01,3
44,13.333333333333334,0.8140616242911167,1.685609059388585,1.4735105107780004,0.2602507092001499,3_sp_gt_6,6543552,0.01,3
45,13.636363636363637,0.805113040603504,1.7121522508929767,1.4589762311550798,0.26095920085981916,3_sp_gt_6,6543552,0.01,3
46,13.93939393939394,0.7810959337291336,1.735782513200104,1.4473654403311011,0.2584807185503306,3_sp_gt_6,6543552,0.01,3
