,time,species_0,species_1,species_2,ground_truth,timeseries_id,noise,n_species,did,n_timeseries,n_timepoints,sampling_scheme
0,6.0606060606060606,0.5530576341335969,2.2588005632393,0.1597897638944484,3_sp_gt_3,36656,0.1,3,100,25,5,seq
1,7.272727272727273,0.7810443975834606,2.0049444521873725,0.1656107064968809,3_sp_gt_3,36656,0.1,3,100,25,5,seq
2,8.484848484848484,0.7241193710677472,1.94909403162594,0.2832970729106139,3_sp_gt_3,36656,0.1,3,100,25,5,seq
3,10.0,0.9805089482105884,1.8063546773169052,0.3927966612723528,3_sp_gt_3,36656,0.1,3,100,25,5,seq
4,11.212121212121213,1.2434551103942426,1.8356970087585476,0.4747892882306673,3_sp_gt_3,36656,0.1,3,100,25,5,seq
5,8.484848484848484,0.29432442123836,3.2728463388226707,0.4264788763448466,3_sp_gt_3,41300,0.1,3,100,25,5,seq
6,10.0,0.2611900425912048,3.2268109442315924,0.2997192390397066,3_sp_gt_3,41300,0.1,3,100,25,5,seq
7,11.212121212121213,0.1495656963847387,3.1093961581148024,0.2305221917780832,3_sp_gt_3,41300,0.1,3,100,25,5,seq
8,12.424242424242424,0.1502017880458232,2.8653425467639524,0.1867870689100776,3_sp_gt_3,41300,0.1,3,100,25,5,seq
9,13.636363636363637,0.1270479210255551,2.903733629525714,0.1803645752952669,3_sp_gt_3,41300,0.1,3,100,25,5,seq
10,8.484848484848484,1.3733123190364256,1.3508945906411645,0.3535251155988646,3_sp_gt_3,416304,0.1,3,100,25,5,seq
11,10.0,1.1518453372539343,1.3708967242723942,0.5980222538458353,3_sp_gt_3,416304,0.1,3,100,25,5,seq
12,11.212121212121213,1.0776489707933803,1.503389500449637,0.5936894616893985,3_sp_gt_3,416304,0.1,3,100,25,5,seq
13,12.424242424242424,0.9465633266819804,1.1618596575062874,0.5591263055154492,3_sp_gt_3,416304,0.1,3,100,25,5,seq
14,13.636363636363637,0.680630760686659,1.2611014035817742,0.7143979845031773,3_sp_gt_3,416304,0.1,3,100,25,5,seq
15,10.0,1.5559988401097131,0.308451638386914,1.1602531283793414,3_sp_gt_3,591973,0.1,3,100,25,5,seq
16,11.212121212121213,1.335919079708022,0.2343541192160979,1.134313130101806,3_sp_gt_3,591973,0.1,3,100,25,5,seq
17,12.424242424242424,1.271404979553694,0.2810274695624646,1.4991151769517086,3_sp_gt_3,591973,0.1,3,100,25,5,seq
18,13.636363636363637,1.0777740330503034,0.2534969891853514,1.5015495510533836,3_sp_gt_3,591973,0.1,3,100,25,5,seq
19,14.84848484848485,1.0553735054238726,0.3098418721464043,1.3275978790752132,3_sp_gt_3,591973,0.1,3,100,25,5,seq
20,7.272727272727273,0.5380541710269927,3.115983880105594,0.2423602491237496,3_sp_gt_3,2091765,0.1,3,100,25,5,seq
21,8.484848484848484,0.3855306060385378,2.4985041712090568,0.2152501568586967,3_sp_gt_3,2091765,0.1,3,100,25,5,seq
22,10.0,0.3422712185595573,2.164811535329278,0.2248390816368014,3_sp_gt_3,2091765,0.1,3,100,25,5,seq
23,11.212121212121213,0.3641494087962808,2.957486078140488,0.1953697746210663,3_sp_gt_3,2091765,0.1,3,100,25,5,seq
24,12.424242424242424,0.350819562691085,2.436285147322132,0.255886467248744,3_sp_gt_3,2091765,0.1,3,100,25,5,seq
25,6.0606060606060606,0.4833972603870512,2.390761368091387,0.3777365566456899,3_sp_gt_3,2369231,0.1,3,100,25,5,seq
26,7.272727272727273,0.4310427012800786,1.8657421872702888,0.4562739100571188,3_sp_gt_3,2369231,0.1,3,100,25,5,seq
27,8.484848484848484,0.3589523073747813,2.142053227240881,0.4262842716084296,3_sp_gt_3,2369231,0.1,3,100,25,5,seq
28,10.0,0.3551806115865748,2.537897011216824,0.3027488590682742,3_sp_gt_3,2369231,0.1,3,100,25,5,seq
29,11.212121212121213,0.3398111708491925,2.5217890380115757,0.2524201296075101,3_sp_gt_3,2369231,0.1,3,100,25,5,seq
30,10.0,0.4538985669132423,2.4525891345568502,0.2219330219272074,3_sp_gt_3,2753893,0.1,3,100,25,5,seq
31,11.212121212121213,0.450911434937167,2.265178401018568,0.2505382641028799,3_sp_gt_3,2753893,0.1,3,100,25,5,seq
32,12.424242424242424,0.4099045962363875,2.329602504918458,0.1748530427275397,3_sp_gt_3,2753893,0.1,3,100,25,5,seq
33,13.636363636363637,0.5103288221097472,2.20597267480792,0.1670456335357604,3_sp_gt_3,2753893,0.1,3,100,25,5,seq
34,14.84848484848485,0.5011655820129763,2.1364661185174927,0.2079804975065598,3_sp_gt_3,2753893,0.1,3,100,25,5,seq
35,2.4242424242424243,0.7911908107258484,1.6590524891210876,0.145406433966031,3_sp_gt_3,2858482,0.1,3,100,25,5,seq
36,3.6363636363636367,0.9946046794123158,1.6578892269340568,0.2467317317104189,3_sp_gt_3,2858482,0.1,3,100,25,5,seq
37,4.848484848484849,1.09848721856557,1.3342491227582098,0.365644879461676,3_sp_gt_3,2858482,0.1,3,100,25,5,seq
38,6.0606060606060606,1.3371570347715789,1.040863067149526,0.3202907666307543,3_sp_gt_3,2858482,0.1,3,100,25,5,seq
39,7.272727272727273,1.297198743615531,0.8011964288159832,0.4196725570025015,3_sp_gt_3,2858482,0.1,3,100,25,5,seq
40,0.0,0.08,0.06,0.05,3_sp_gt_3,2905119,0.1,3,100,25,5,seq
41,1.2121212121212122,0.3784683119646361,0.6292139760836953,0.1211646261280081,3_sp_gt_3,2905119,0.1,3,100,25,5,seq
42,2.4242424242424243,0.8297541606950989,1.9402631654381797,0.2431204808615574,3_sp_gt_3,2905119,0.1,3,100,25,5,seq
43,3.6363636363636367,0.939842961581247,1.3938093803465537,0.450012892257903,3_sp_gt_3,2905119,0.1,3,100,25,5,seq
44,4.848484848484849,1.129082398270964,1.2184049247508004,0.5572804593860865,3_sp_gt_3,2905119,0.1,3,100,25,5,seq
