,time,species_0,species_1,species_2,food,ground_truth,timeseries_id,noise,n_species,did,n_timeseries,n_timepoints,sampling_scheme
0,13.636363636363637,1.0685947376526614,0.7203255351489125,1.0161550843895328,0.611806259535701,3_sp_gt_2,36656,0.1,3,56,10,5,random
1,18.484848484848484,0.8524621639449145,0.6234069778164222,1.150715864333491,0.4734495902718681,3_sp_gt_2,36656,0.1,3,56,10,5,random
2,22.424242424242426,1.196993816581444,1.0760067462771978,1.2587388321001365,0.611936572282599,3_sp_gt_2,36656,0.1,3,56,10,5,random
3,26.060606060606062,1.1589534663733496,0.7386538968066534,1.0369666890199405,0.5653048787673975,3_sp_gt_2,36656,0.1,3,56,10,5,random
4,30.0,1.064254802905581,0.8939074486628061,0.8806064376637657,0.3133928869465916,3_sp_gt_2,36656,0.1,3,56,10,5,random
5,11.212121212121213,0.9799590228921534,0.7928960649303295,1.160480799878533,0.6736889350553017,3_sp_gt_2,416304,0.1,3,56,10,5,random
6,20.0,0.983941892757203,1.255357760938225,0.9395397444735446,0.4535759482028903,3_sp_gt_2,416304,0.1,3,56,10,5,random
7,23.63636363636364,1.0126943289502432,1.54909894289586,0.9365035151589748,0.573737668379379,3_sp_gt_2,416304,0.1,3,56,10,5,random
8,24.848484848484848,1.3025245343445735,1.022900796177733,0.7320266723945609,0.4987979452076151,3_sp_gt_2,416304,0.1,3,56,10,5,random
9,27.272727272727277,0.8191629795895201,0.9745340782981332,0.9962454009803136,0.427664042320332,3_sp_gt_2,416304,0.1,3,56,10,5,random
10,3.6363636363636367,1.3502701649907696,1.7441211895232285,0.0908169976939276,0.7353626719379195,3_sp_gt_2,2369231,0.1,3,56,10,5,random
11,4.848484848484849,2.1250583328956383,0.9134176774810534,0.2748208117659081,0.450231163958608,3_sp_gt_2,2369231,0.1,3,56,10,5,random
12,10.0,0.8305619316486057,0.9324812821766332,0.860938506714353,0.4364285848118711,3_sp_gt_2,2369231,0.1,3,56,10,5,random
13,12.424242424242424,1.6749614104088797,1.1683729082964551,0.8526697212065038,0.4011720122708124,3_sp_gt_2,2369231,0.1,3,56,10,5,random
14,21.21212121212121,0.9022108901533226,0.915887778991516,1.2687670498896173,0.6406166648049101,3_sp_gt_2,2369231,0.1,3,56,10,5,random
