,time,species_0,species_1,species_2,food,ground_truth,timeseries_id,noise,n_species,did,n_timeseries,n_timepoints,sampling_scheme
0,0.0,0.04,0.05,0.01,1.0,3_sp_gt_1,36656,0.01,3,3,10,15,random
1,6.0606060606060606,0.4823118931380029,1.3628508952940144,1.4478038613556874,0.8955654594354048,3_sp_gt_1,36656,0.01,3,3,10,15,random
2,7.272727272727273,0.5314839197270258,1.3446583539023718,1.4242190986307204,0.9118500995518364,3_sp_gt_1,36656,0.01,3,3,10,15,random
3,10.0,0.6070017542766075,1.259675578989663,1.3099194150594815,0.974777453897821,3_sp_gt_1,36656,0.01,3,3,10,15,random
4,11.212121212121213,0.6580362044488706,1.21453986950818,1.2686327463512326,0.9719930469574688,3_sp_gt_1,36656,0.01,3,3,10,15,random
5,12.424242424242424,0.7024818317583201,1.2053950349180025,1.267739286421562,0.9585685481577132,3_sp_gt_1,36656,0.01,3,3,10,15,random
6,14.84848484848485,0.7730404129039542,1.1565099150959213,1.1851744335666756,0.95461904691378,3_sp_gt_1,36656,0.01,3,3,10,15,random
7,17.272727272727273,0.8847099640641659,1.0967467173341094,1.13695886501182,0.9463379347769814,3_sp_gt_1,36656,0.01,3,3,10,15,random
8,18.484848484848484,0.8889557813874926,1.0528859726471118,1.0986412022146372,0.9478206314597608,3_sp_gt_1,36656,0.01,3,3,10,15,random
9,22.424242424242426,0.9259654850181844,1.0566971840819732,1.1044797354831777,0.9771913309360536,3_sp_gt_1,36656,0.01,3,3,10,15,random
10,24.848484848484848,0.930016127580904,1.0462846169419286,1.0689180036324335,0.9690224780609747,3_sp_gt_1,36656,0.01,3,3,10,15,random
11,26.060606060606062,0.9707479944378716,1.0151729741117068,1.0361006663978332,0.9751084823732092,3_sp_gt_1,36656,0.01,3,3,10,15,random
12,27.272727272727277,0.9853216519369804,1.0094157936557449,1.011939873964112,1.0000245249557829,3_sp_gt_1,36656,0.01,3,3,10,15,random
13,28.484848484848484,0.99002325440351,1.005340832823049,1.0046809049378649,0.9847121813161468,3_sp_gt_1,36656,0.01,3,3,10,15,random
