,raw
0,0.8333333333333334
1,0.8333333333333334
2,0.9166666666666666
3,1.0
4,1.0
5,1.0
6,0.9166666666666666
7,0.9166666666666666
8,0.9166666666666666
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,0.9166666666666666
25,1.0
26,1.0
27,0.9166666666666666
28,1.0
29,1.0
30,1.0
31,1.0
32,1.0
33,1.0
34,1.0
35,1.0
36,0.75
37,1.0
38,1.0
39,0.75
40,0.8333333333333334
41,0.9166666666666666
42,1.0
43,1.0
44,1.0
45,0.8333333333333334
46,1.0
47,0.9166666666666666
48,1.0
49,1.0
50,1.0
51,0.9166666666666666
52,0.9166666666666666
53,0.9166666666666666
54,1.0
55,1.0
56,1.0
57,1.0
58,1.0
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,0.9166666666666666
68,0.9166666666666666
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
81,1.0
82,1.0
83,1.0
84,1.0
85,1.0
86,0.9166666666666666
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0
92,1.0
93,1.0
94,1.0
95,1.0
96,1.0
97,1.0
98,1.0
99,0.9166666666666666
100,1.0
101,0.8333333333333334
102,0.8333333333333334
103,0.75
104,0.75
105,0.9166666666666666
106,0.9166666666666666
107,1.0
108,0.9166666666666666
109,0.9166666666666666
110,0.9166666666666666
111,0.9166666666666666
112,0.9166666666666666
113,0.9166666666666666
114,0.8333333333333334
115,0.9166666666666666
116,0.9166666666666666
117,1.0
118,0.9166666666666666
119,1.0
120,0.9166666666666666
121,0.9166666666666666
122,0.9166666666666666
123,0.9166666666666666
124,0.9166666666666666
125,0.9166666666666666
126,0.9166666666666666
127,1.0
128,1.0
129,1.0
130,1.0
131,1.0
132,1.0
133,1.0
134,1.0
135,1.0
136,1.0
137,1.0
138,1.0
139,1.0
140,1.0
141,1.0
142,1.0
143,1.0
