,time,species_0,species_1,species_2,food,ground_truth,timeseries_id,noise,n_species,did,n_timeseries,n_timepoints,sampling_scheme
0,6.0606060606060606,0.6173763093042272,1.6177116276159873,1.6738787352767963,0.2728433156534865,3_sp_gt_1,36656,0.1,3,16,50,10,seq
1,7.272727272727273,0.8434767568395636,1.6387481427883088,1.7903855021259218,0.292293673453568,3_sp_gt_1,36656,0.1,3,16,50,10,seq
2,8.484848484848484,0.8681553442613729,0.9112626757248268,1.3713129624356613,0.2934944399647809,3_sp_gt_1,36656,0.1,3,16,50,10,seq
3,10.0,0.900280953975146,1.1778209894843656,1.1681938733055113,0.3453856692045144,3_sp_gt_1,36656,0.1,3,16,50,10,seq
4,11.212121212121213,1.2076062544905055,0.8742784932623092,0.9857362972912888,0.3080670568596372,3_sp_gt_1,36656,0.1,3,16,50,10,seq
5,12.424242424242424,1.4661615855132666,0.8952874077387183,1.10348624802025,0.2774475518285733,3_sp_gt_1,36656,0.1,3,16,50,10,seq
6,13.636363636363637,1.5561312969239471,0.6227216826307701,0.9354671275970516,0.3634324210747712,3_sp_gt_1,36656,0.1,3,16,50,10,seq
7,14.84848484848485,1.7236889667545208,0.7148729157865424,0.7360219470078926,0.3147219695187492,3_sp_gt_1,36656,0.1,3,16,50,10,seq
8,16.060606060606062,2.1191938420237086,0.4426241297636572,0.5705502307383647,0.3185754352075848,3_sp_gt_1,36656,0.1,3,16,50,10,seq
9,17.272727272727273,2.773983176485165,0.3664265663173093,0.4898029375586069,0.3376548545406579,3_sp_gt_1,36656,0.1,3,16,50,10,seq
10,8.484848484848484,1.6565901031433308,0.7627449330033179,0.8555435167746775,0.339277849709536,3_sp_gt_1,41300,0.1,3,16,50,10,seq
11,10.0,1.2527544795517969,1.1347389843110904,1.1455630630746063,0.2935559983035731,3_sp_gt_1,41300,0.1,3,16,50,10,seq
12,11.212121212121213,1.112107349769568,1.1007253578909744,1.30572356082622,0.3029048045742388,3_sp_gt_1,41300,0.1,3,16,50,10,seq
13,12.424242424242424,1.2657157591054695,0.8958862328497111,1.3646482161134117,0.2714318079589911,3_sp_gt_1,41300,0.1,3,16,50,10,seq
14,13.636363636363637,1.309943884069119,1.053758781285648,0.8730410868737233,0.3270313501264287,3_sp_gt_1,41300,0.1,3,16,50,10,seq
15,14.84848484848485,1.327607565532234,0.9699734843315226,1.0383034190113098,0.3280404901379257,3_sp_gt_1,41300,0.1,3,16,50,10,seq
16,16.060606060606062,1.1454859464624867,0.9098926181283294,0.9489227695039292,0.3022714242954105,3_sp_gt_1,41300,0.1,3,16,50,10,seq
17,17.272727272727273,1.6223993542708224,0.7556409479972553,0.9404172126417992,0.2733393720084687,3_sp_gt_1,41300,0.1,3,16,50,10,seq
18,18.484848484848484,1.4096014796302032,0.7904029239984102,0.9080996918189748,0.3357380633047607,3_sp_gt_1,41300,0.1,3,16,50,10,seq
19,20.0,1.288355524262855,0.5398482842698656,0.8540936209676141,0.2573992385596846,3_sp_gt_1,41300,0.1,3,16,50,10,seq
20,8.484848484848484,1.071422610634665,0.8518572724517259,1.5103497114720832,0.2967913586657786,3_sp_gt_1,115475,0.1,3,16,50,10,seq
21,10.0,0.7800490047027525,1.15081877260376,1.432466735841201,0.2771001895027274,3_sp_gt_1,115475,0.1,3,16,50,10,seq
22,11.212121212121213,1.0479093317439747,0.8191699470370043,1.2619827536978356,0.3492891033928423,3_sp_gt_1,115475,0.1,3,16,50,10,seq
