,time,species_0,species_1,species_2,food,ground_truth,timeseries_id,noise,n_species,did,n_timeseries,n_timepoints,sampling_scheme
0,6.0606060606060606,0.8203191369759185,1.1874012114093833,1.08019980096046,0.112049484514754,3_sp_gt_4,36656,0.1,3,71,50,15,seq
1,7.272727272727273,1.6251932218045675,1.3585490948387298,0.9760642220767524,0.0960270759920117,3_sp_gt_4,36656,0.1,3,71,50,15,seq
2,8.484848484848484,1.2534250479942033,0.7376187345485903,1.4766908191481705,0.0828032732052476,3_sp_gt_4,36656,0.1,3,71,50,15,seq
3,10.0,0.9528328598025666,1.3571558993080046,0.906579235201414,0.1026800056668172,3_sp_gt_4,36656,0.1,3,71,50,15,seq
4,11.212121212121213,1.2789090856831666,0.6002196852371375,0.8371748273219849,0.0996426731447134,3_sp_gt_4,36656,0.1,3,71,50,15,seq
5,12.424242424242424,1.1308828424759043,0.7002751484673806,1.382753611469984,0.0927801616929817,3_sp_gt_4,36656,0.1,3,71,50,15,seq
6,13.636363636363637,1.0035689644392614,1.06117192473265,1.2883841599870105,0.099826960205948,3_sp_gt_4,36656,0.1,3,71,50,15,seq
7,14.84848484848485,1.3115829618429669,1.2228949232064883,0.8746263580097553,0.0857532100898089,3_sp_gt_4,36656,0.1,3,71,50,15,seq
8,16.060606060606062,1.849510965969204,0.3813803281525689,1.0564667004932458,0.0909478982269475,3_sp_gt_4,36656,0.1,3,71,50,15,seq
9,17.272727272727273,1.3447043473780562,0.3700655844084479,1.831303079231577,0.100959834807474,3_sp_gt_4,36656,0.1,3,71,50,15,seq
10,18.484848484848484,0.669696978902583,1.5247840322352997,1.510869427458349,0.0824362627515198,3_sp_gt_4,36656,0.1,3,71,50,15,seq
11,20.0,1.1895902899275643,1.5172062433519755,0.7474691378505213,0.0744197748782272,3_sp_gt_4,36656,0.1,3,71,50,15,seq
12,21.21212121212121,1.309566054295766,0.7139752913551752,0.977661884479254,0.0807602623430093,3_sp_gt_4,36656,0.1,3,71,50,15,seq
13,22.424242424242426,1.0838364203448227,1.1669356875836834,1.9107959151856535,0.088064012152207,3_sp_gt_4,36656,0.1,3,71,50,15,seq
14,23.63636363636364,1.1677423944855552,2.052444149165001,1.0084273067669405,0.0749437397176851,3_sp_gt_4,36656,0.1,3,71,50,15,seq
